,education,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
662,2.0,1,33,5.0,4,1,0,81,0
663,1.0,1,26,5.0,3,0,0,60,0
664,2.0,1,47,4.0,19,0,0,48,0
665,2.0,1,28,5.0,5,1,0,51,0
666,2.0,1,32,1.0,5,0,0,52,0
667,2.0,1,36,3.0,10,0,0,50,0
668,3.0,2,39,3.0,5,0,0,68,0
669,2.0,1,29,5.0,2,1,0,81,0
671,2.0,1,48,2.0,4,0,0,58,0
672,2.0,2,32,3.0,5,0,0,49,0
673,2.0,1,39,2.0,5,0,0,63,0
674,3.0,1,53,4.0,19,1,0,57,0
675,2.0,1,42,3.0,4,0,0,53,0
676,3.0,2,35,5.0,4,0,0,59,0
677,2.0,1,30,1.0,4,0,0,82,0
679,2.0,1,26,5.0,3,0,0,56,0
680,2.0,1,35,5.0,3,1,1,45,1
681,2.0,1,45,1.0,5,0,0,52,0
682,2.0,5,37,3.0,9,0,0,64,0
683,2.0,1,42,5.0,10,1,0,59,0
684,3.0,1,43,5.0,14,1,0,50,0
685,2.0,1,27,5.0,2,1,0,58,0
687,3.0,1,38,1.0,10,0,0,50,0
688,3.0,1,31,4.0,5,1,0,82,0
689,2.0,1,30,2.0,2,0,0,64,0
691,3.0,1,35,1.0,4,0,0,48,0
692,3.0,2,38,5.0,4,1,0,63,0
693,2.0,3,30,5.0,2,0,0,85,0
695,2.0,2,28,3.0,2,0,0,52,0
696,3.0,1,42,4.0,7,0,0,59,0
697,2.0,1,33,2.0,7,0,0,68,0
698,3.0,1,39,4.0,4,0,0,45,0
700,3.0,1,43,4.0,6,0,0,81,0
701,2.0,1,30,4.0,7,0,0,59,0
702,3.0,1,37,3.0,3,1,0,85,0
703,2.0,1,33,4.0,6,1,1,81,0
704,3.0,1,38,5.0,10,0,0,49,0
705,2.0,2,27,3.0,3,1,0,85,1
706,2.0,1,24,5.0,2,0,0,55,0
707,2.0,1,35,2.0,10,0,0,58,0
708,3.0,2,42,5.0,2,1,0,57,0
709,3.0,1,32,3.0,7,0,0,53,0
710,2.0,2,25,3.0,2,0,0,45,0
711,3.0,1,35,5.0,6,1,0,67,0
712,3.0,1,54,3.0,24,0,0,75,0
713,2.0,1,33,2.0,3,0,0,45,0
715,2.0,2,28,3.0,2,1,0,86,1
716,3.0,1,36,3.0,8,0,0,44,0
717,3.0,3,51,3.0,7,1,0,72,0
718,2.0,2,31,3.0,2,0,0,57,0
719,2.0,2,25,1.0,4,0,0,47,0
720,3.0,1,45,3.0,3,0,0,51,0
721,2.0,1,31,3.0,4,0,0,64,0
722,2.0,1,39,3.0,11,0,0,53,0
723,2.0,1,39,4.0,5,1,0,73,0
724,2.0,1,25,2.0,2,1,0,66,0
725,3.0,1,37,5.0,8,1,1,99,1
726,2.0,1,29,5.0,3,1,0,80,0
727,2.0,1,27,1.0,5,0,0,52,0
728,2.0,1,27,4.0,3,0,0,59,0
729,2.0,1,47,4.0,6,0,0,51,0
730,3.0,1,36,4.0,3,0,0,55,0
731,2.0,1,35,5.0,9,1,0,58,0
732,2.0,1,35,3.0,8,0,0,51,0
733,2.0,2,32,3.0,5,1,0,82,0
735,3.0,1,33,3.0,3,1,1,60,1
736,3.0,1,32,2.0,5,0,0,56,0
737,2.0,1,41,5.0,4,1,0,73,0
739,3.0,1,40,5.0,4,0,0,58,0
740,2.0,1,31,3.0,4,0,0,55,0
741,2.0,1,25,3.0,2,0,0,78,0
742,3.0,1,58,3.0,15,1,0,60,0
743,2.0,1,27,1.0,4,0,0,53,0
744,2.0,1,29,5.0,5,1,0,52,0
745,2.0,2,33,4.0,8,0,0,46,0
747,2.0,1,32,4.0,2,1,0,59,0
748,3.0,1,36,5.0,2,1,0,57,0
749,3.0,1,37,3.0,3,0,0,72,0
750,2.0,1,30,5.0,7,1,0,51,0
751,3.0,1,43,2.0,7,0,0,77,0
752,3.0,1,31,3.0,5,1,0,81,0
753,3.0,2,34,4.0,4,0,0,86,0
754,2.0,1,45,4.0,18,1,0,61,0
755,3.0,2,30,3.0,6,0,0,80,0
756,2.0,3,39,3.0,6,0,0,84,0
757,3.0,1,34,5.0,5,1,0,81,0
758,3.0,1,36,2.0,8,0,0,86,0
759,2.0,1,25,4.0,3,0,0,80,0
760,2.0,1,28,4.0,4,0,0,45,0
761,2.0,1,31,2.0,5,0,0,60,0
762,3.0,1,49,5.0,7,1,0,73,0
763,3.0,1,39,4.0,4,1,0,78,1
764,2.0,1,49,3.0,19,0,0,50,0
765,3.0,1,37,3.0,9,0,0,67,0
766,2.0,1,38,2.0,5,1,0,79,0
767,2.0,1,38,4.0,10,0,0,59,0
768,3.0,1,44,1.0,9,0,0,54,0
769,2.0,1,30,4.0,2,1,0,84,0
770,3.0,1,34,2.0,6,0,0,86,0
772,3.0,2,34,5.0,7,0,0,61,0
773,3.0,1,35,1.0,4,0,0,81,0
774,2.0,1,38,2.0,4,0,0,65,0
775,2.0,1,40,3.0,7,0,0,68,0
776,2.0,1,52,3.0,4,1,1,55,0
777,2.0,1,60,2.0,12,0,0,48,0
779,2.0,1,32,2.0,5,1,0,62,0
780,2.0,1,28,2.0,2,1,0,52,1
781,2.0,1,28,1.0,3,0,0,52,0
782,3.0,2,51,5.0,16,1,0,62,0
783,3.0,1,33,4.0,5,0,0,49,0
784,3.0,1,31,3.0,1,0,0,47,0
785,2.0,1,26,2.0,3,0,0,54,0
787,2.0,1,29,5.0,2,1,0,60,0
788,2.0,3,31,4.0,3,0,0,65,0
789,2.0,1,43,2.0,11,0,0,57,0
790,2.0,1,32,1.0,6,1,0,47,0
791,2.0,1,33,3.0,4,0,0,74,1
792,2.0,1,30,1.0,3,0,0,48,0
795,3.0,1,43,5.0,11,1,0,51,0
796,2.0,1,44,4.0,15,0,0,55,0
797,3.0,1,33,3.0,2,0,0,84,0
798,2.0,1,31,2.0,7,0,0,50,0
799,3.0,1,37,1.0,10,0,0,48,0
800,2.0,2,32,3.0,6,0,0,79,0
801,2.0,1,37,3.0,11,0,0,79,0
802,3.0,1,37,3.0,5,0,0,49,0
804,3.0,2,35,3.0,9,0,0,56,0
805,2.0,1,36,4.0,3,1,0,74,1
806,2.0,2,39,3.0,5,1,0,78,0
807,2.0,1,30,5.0,5,0,0,56,0
808,2.0,1,26,3.0,5,0,0,60,0
809,2.0,1,27,3.0,3,0,0,51,0
810,2.0,1,32,3.0,3,1,1,78,1
811,2.0,1,42,3.0,12,0,0,55,0
813,2.0,1,35,5.0,7,0,0,89,0
814,2.0,1,28,2.0,2,0,0,79,0
815,2.0,1,27,5.0,5,1,0,46,0
816,3.0,1,38,3.0,9,0,0,62,0
818,3.0,1,43,2.0,3,0,0,59,0
819,3.0,1,34,5.0,9,0,0,49,0
820,3.0,1,38,3.0,8,0,0,77,0
821,2.0,1,25,1.0,2,0,0,57,0
822,2.0,1,35,1.0,6,1,0,77,1
823,2.0,1,29,1.0,5,0,0,48,0
824,2.0,1,40,1.0,6,0,0,55,0
825,2.0,1,35,1.0,4,1,0,83,0
826,2.0,1,34,3.0,3,0,0,89,1
827,2.0,1,37,1.0,2,0,0,64,0
828,3.0,1,29,3.0,2,1,0,84,0
829,3.0,1,39,1.0,8,0,0,77,0
830,2.0,1,50,3.0,8,0,0,71,0
831,2.0,1,25,5.0,2,1,0,47,0
832,2.0,1,40,2.0,10,0,0,49,0
833,2.0,1,30,3.0,8,1,0,50,1
834,2.0,1,33,2.0,3,1,0,69,1
835,2.0,1,32,3.0,3,0,0,70,0
836,3.0,1,39,2.0,7,0,0,78,0
837,2.0,1,52,4.0,10,0,0,60,0
838,2.0,1,29,5.0,4,1,0,72,1
839,2.0,1,48,5.0,17,1,0,58,0
840,2.0,2,38,1.0,8,1,0,81,0
841,2.0,1,44,3.0,10,0,0,49,0
842,3.0,1,42,5.0,11,1,0,54,1
844,3.0,1,34,4.0,7,0,0,70,0
845,3.0,1,39,4.0,8,0,0,47,0
846,3.0,1,38,2.0,8,0,0,51,0
847,2.0,1,47,3.0,16,0,0,80,0
848,2.0,1,29,3.0,3,0,0,66,0
849,2.0,1,36,2.0,7,0,0,50,0
850,2.0,1,29,1.0,6,1,0,77,0
851,3.0,1,34,3.0,7,0,0,55,0
853,2.0,2,27,3.0,1,0,0,77,0
854,2.0,1,29,1.0,3,0,0,51,0
855,3.0,1,36,3.0,4,0,0,81,1
856,2.0,1,29,4.0,3,0,0,52,0
858,2.0,1,26,3.0,4,0,0,85,0
860,3.0,3,35,5.0,3,0,0,86,0
861,2.0,1,49,5.0,6,0,0,80,0
862,2.0,1,33,5.0,2,1,0,79,0
864,3.0,1,43,4.0,3,0,0,59,0
865,2.0,1,44,4.0,12,0,0,50,0
868,2.0,3,53,3.0,12,0,0,50,0
869,3.0,1,36,3.0,9,0,0,62,0
870,3.0,2,50,5.0,13,1,0,69,0
871,2.0,1,31,4.0,4,1,0,48,0
872,2.0,2,36,1.0,4,0,0,49,0
873,2.0,1,24,1.0,2,0,0,48,0
874,3.0,1,32,5.0,5,1,0,78,0
875,2.0,1,51,1.0,13,0,0,51,0
876,2.0,1,29,5.0,3,1,0,87,0
879,2.0,2,42,5.0,5,1,0,61,1
881,2.0,3,43,5.0,2,0,0,70,0
882,2.0,1,31,3.0,4,0,0,85,0
883,2.0,1,46,1.0,5,0,0,68,0
884,2.0,1,38,4.0,6,0,0,46,0
885,2.0,2,33,4.0,7,0,0,51,0
886,2.0,1,33,5.0,3,1,0,63,0
888,2.0,1,30,4.0,5,0,0,91,0
889,2.0,2,28,3.0,3,0,0,82,0
890,2.0,1,44,5.0,5,1,0,72,0
891,2.0,2,37,3.0,3,0,0,61,0
893,2.0,1,50,3.0,23,1,0,80,0
894,2.0,1,36,4.0,5,1,0,78,1
895,2.0,1,28,3.0,2,0,0,47,0
896,2.0,3,28,5.0,5,1,0,80,0
897,2.0,1,28,5.0,5,1,0,57,0
900,2.0,2,43,4.0,5,1,0,62,0
901,2.0,1,49,3.0,16,0,0,78,0
902,2.0,1,35,3.0,10,0,0,49,0
904,2.0,1,33,3.0,8,0,0,48,0
905,3.0,1,35,5.0,9,1,0,65,0
906,3.0,1,39,3.0,10,0,0,81,0
907,3.0,1,34,4.0,3,1,0,81,0
908,2.0,1,36,5.0,5,0,0,79,0
909,2.0,2,44,5.0,7,1,0,78,0
910,2.0,1,29,3.0,3,0,0,87,0
911,3.0,1,47,5.0,11,1,0,50,0
912,2.0,1,30,5.0,3,1,0,77,1
913,2.0,1,40,3.0,4,0,0,52,0
914,3.0,1,47,3.0,20,0,0,63,0
915,2.0,2,27,4.0,4,0,0,48,0
916,2.0,1,46,3.0,8,0,0,57,0
917,2.0,1,55,5.0,5,1,0,53,0
918,2.0,1,40,1.0,10,0,0,48,0
920,2.0,1,28,3.0,5,0,0,77,0
921,2.0,1,40,5.0,11,1,0,73,0
922,2.0,2,32,3.0,7,1,0,85,0
923,3.0,1,53,3.0,14,1,0,51,0
924,2.0,1,33,1.0,4,0,0,50,0
926,2.0,1,45,4.0,12,0,0,47,0
927,2.0,2,30,3.0,5,1,0,53,0
928,2.0,1,32,5.0,8,1,0,51,0
929,2.0,2,32,3.0,6,0,0,84,0
930,2.0,1,41,3.0,5,0,0,75,0
931,2.0,1,46,4.0,16,1,0,74,0
933,2.0,1,39,4.0,9,0,0,81,0
934,3.0,1,37,3.0,4,1,0,56,0
935,3.0,1,37,3.0,7,0,0,70,0
936,2.0,1,36,4.0,4,1,0,54,0
937,3.0,1,53,4.0,17,0,0,81,0
938,2.0,1,30,1.0,3,0,0,77,0
939,2.0,1,27,3.0,3,0,0,63,0
940,3.0,1,36,3.0,2,1,0,45,1
941,2.0,1,47,3.0,17,0,0,55,0
942,3.0,1,41,5.0,13,1,0,62,0
943,1.0,1,25,3.0,3,0,0,55,0
944,3.0,1,34,3.0,8,0,0,78,0
945,2.0,1,33,1.0,2,0,0,87,0
946,2.0,4,37,3.0,12,1,0,83,0
948,2.0,1,40,4.0,5,1,0,54,0
949,2.0,1,46,4.0,5,0,0,62,0
951,2.0,2,37,3.0,3,0,0,82,0
952,3.0,1,35,3.0,4,0,0,63,0
953,3.0,1,39,5.0,5,0,0,77,0
954,2.0,1,35,3.0,7,0,0,86,0
955,2.0,1,36,5.0,8,1,0,53,0
956,2.0,1,32,5.0,5,1,0,47,1
958,2.0,1,26,4.0,2,1,0,78,0
959,2.0,1,32,1.0,5,0,0,50,0
960,2.0,1,26,5.0,2,0,0,82,0
961,3.0,1,41,5.0,7,0,0,75,0
962,2.0,1,29,3.0,5,0,0,50,0
963,2.0,1,39,5.0,9,1,0,61,1
965,2.0,1,31,3.0,5,0,0,82,0
966,2.0,2,29,5.0,5,1,0,58,0
967,2.0,1,31,3.0,6,0,0,58,0
968,3.0,3,44,1.0,7,0,0,40,0
969,3.0,1,39,3.0,9,0,0,78,0
970,3.0,1,51,3.0,12,0,0,47,0
971,2.0,1,34,5.0,10,0,0,51,0
972,2.0,6,28,3.0,3,0,0,71,0
973,2.0,1,30,3.0,2,0,0,81,0
975,2.0,1,28,3.0,2,0,0,52,0
976,2.0,1,35,4.0,5,0,0,46,0
977,2.0,1,42,2.0,7,0,0,45,0
978,2.0,1,57,3.0,14,0,0,61,0
979,2.0,1,27,1.0,4,0,0,59,0
980,2.0,3,39,3.0,10,0,0,73,0
981,2.0,1,36,3.0,7,0,0,79,0
982,3.0,1,42,3.0,2,0,0,49,0
983,2.0,1,39,3.0,5,0,0,51,0
984,2.0,1,52,5.0,8,0,0,59,0
985,2.0,1,29,3.0,2,1,0,55,1
986,2.0,2,31,4.0,7,1,0,67,0
987,2.0,1,52,4.0,4,0,0,60,0
988,2.0,1,39,4.0,7,1,0,50,0
989,2.0,1,31,3.0,2,0,0,58,0
990,2.0,1,36,3.0,13,0,0,52,0
991,2.0,1,30,3.0,5,0,0,46,0
992,2.0,1,27,5.0,4,0,0,68,1
993,2.0,1,24,3.0,2,1,0,77,0
994,3.0,1,41,4.0,8,1,1,93,1
995,2.0,1,50,3.0,4,0,0,69,0
996,2.0,3,45,3.0,16,0,0,51,0
997,2.0,1,45,5.0,7,0,0,49,0
998,2.0,1,32,4.0,7,0,0,54,0
999,3.0,2,46,3.0,13,1,0,75,0
1000,2.0,1,30,5.0,2,1,0,51,0
1001,2.0,1,31,1.0,4,0,0,80,0
1002,2.0,3,31,5.0,7,1,0,60,0
1004,3.0,1,40,4.0,10,0,0,51,0
1005,2.0,1,31,2.0,5,0,0,69,0
1006,2.0,1,32,3.0,4,1,0,54,0
1007,2.0,1,33,5.0,6,1,0,72,0
1008,3.0,1,35,1.0,7,0,0,50,0
1009,2.0,1,28,4.0,2,1,1,49,0
1010,2.0,2,32,4.0,5,0,0,47,0
1011,2.0,1,27,4.0,3,1,0,89,0
1012,2.0,1,29,1.0,6,0,0,82,0
1013,2.0,2,30,3.0,7,1,0,88,0
1014,2.0,3,26,3.0,5,0,0,85,0
1016,2.0,2,29,5.0,2,0,0,86,1
1017,2.0,1,38,2.0,10,0,0,50,0
1018,2.0,2,28,2.0,2,0,0,83,0
1019,3.0,1,31,3.0,3,1,0,56,0
1020,3.0,1,34,4.0,4,0,0,68,0
1021,2.0,3,29,3.0,4,1,0,81,0
1022,2.0,1,42,3.0,15,1,0,45,0
1023,2.0,1,34,1.0,3,0,0,83,0
1024,2.0,1,28,5.0,2,1,0,59,0
1025,3.0,1,38,4.0,10,0,0,68,0
1027,2.0,1,30,1.0,2,0,0,52,0
1028,2.0,1,34,3.0,3,1,0,83,0
1029,3.0,1,38,3.0,5,0,0,61,0
1031,3.0,1,36,4.0,8,1,0,56,0
1032,2.0,1,31,3.0,3,0,0,79,0
1033,2.0,1,44,4.0,11,0,0,57,0
1034,2.0,1,34,4.0,4,0,0,61,0
1035,3.0,1,41,1.0,3,0,0,77,0
1036,3.0,1,56,3.0,19,1,0,74,0
1037,2.0,1,32,3.0,4,0,0,82,0
1038,2.0,1,39,3.0,10,1,0,59,0
1039,2.0,1,27,3.0,3,0,0,68,0
1040,2.0,1,39,4.0,4,0,0,44,0
1041,2.0,1,25,5.0,2,0,0,48,0
1042,2.0,1,36,1.0,9,0,0,60,0
1043,2.0,1,31,5.0,4,1,0,59,0
1044,3.0,1,34,3.0,6,0,0,48,0
1045,1.0,2,20,3.0,2,0,0,74,0
1046,2.0,1,57,5.0,6,0,0,57,0
1047,2.0,1,41,4.0,3,1,0,50,0
1048,3.0,1,59,4.0,16,0,0,50,0
1049,2.0,2,26,1.0,3,0,0,50,0
1050,2.0,2,44,2.0,16,0,0,55,0
1051,2.0,2,35,1.0,9,0,0,50,0
1052,2.0,1,30,4.0,2,0,0,74,0
1053,2.0,2,32,3.0,6,0,0,48,0
1054,3.0,2,38,4.0,4,1,0,80,0
1055,2.0,1,40,3.0,12,1,0,47,1
1056,3.0,1,30,3.0,5,0,0,54,0
1057,3.0,1,31,5.0,6,1,0,61,0
1058,2.0,1,50,3.0,11,0,0,78,0
1059,2.0,1,27,1.0,3,0,0,84,0
1060,2.0,1,36,4.0,9,0,0,56,0
1061,2.0,1,34,1.0,3,0,0,79,0
1062,2.0,1,33,4.0,6,0,0,60,0
1063,2.0,1,39,3.0,3,0,0,63,0
1064,2.0,2,25,3.0,4,0,0,79,0
1065,2.0,1,30,3.0,4,1,0,67,0
1066,3.0,1,32,1.0,6,0,0,69,0
1067,2.0,1,42,3.0,12,0,0,50,0
1068,3.0,1,32,3.0,4,1,0,49,0
1069,2.0,1,29,2.0,4,0,0,58,0
1070,2.0,1,32,1.0,7,0,0,54,0
1071,3.0,1,37,3.0,6,0,0,81,0
1072,3.0,1,40,1.0,8,0,0,84,0
1073,2.0,1,33,5.0,5,1,0,59,0
1074,3.0,1,44,3.0,15,1,0,61,1
1075,3.0,1,49,4.0,18,0,0,60,0
1076,3.0,1,50,3.0,4,0,0,51,0
1077,2.0,1,29,4.0,3,1,0,59,0
1078,3.0,1,38,4.0,8,0,0,51,0
1080,2.0,2,31,5.0,9,1,0,59,0
1081,2.0,1,30,1.0,7,0,0,80,0
1082,3.0,2,36,4.0,3,0,0,76,0
1083,2.0,2,25,4.0,2,0,0,87,0
1084,2.0,1,28,3.0,6,0,0,61,0
1086,3.0,1,44,1.0,10,0,0,67,0
1087,3.0,1,34,3.0,6,0,0,79,0
1088,2.0,1,30,5.0,4,1,0,86,0
1089,3.0,1,44,4.0,2,0,0,58,0
1090,3.0,1,41,5.0,6,1,0,60,0
1091,3.0,1,58,3.0,31,0,0,72,0
1092,2.0,2,54,3.0,16,0,0,73,0
1093,3.0,1,34,4.0,9,0,0,59,0
1094,2.0,1,25,5.0,3,1,0,54,0
1095,2.0,4,27,5.0,3,0,0,86,0
1096,3.0,1,33,4.0,8,1,0,71,0
1097,2.0,1,28,1.0,2,0,0,51,0
1098,2.0,1,33,3.0,6,1,0,69,0
1099,3.0,1,35,4.0,7,1,0,65,0
1101,2.0,1,27,3.0,4,0,0,54,0
1102,2.0,1,25,4.0,4,0,0,63,0
1103,2.0,1,28,1.0,3,1,0,60,0
1104,3.0,1,60,3.0,21,0,0,65,0
1105,3.0,1,32,3.0,7,0,0,72,0
1106,2.0,1,42,3.0,12,0,0,61,0
1107,2.0,1,29,3.0,3,1,0,79,0
1108,2.0,2,35,3.0,10,0,0,83,0
1109,2.0,1,57,2.0,29,0,0,78,0
1110,3.0,1,38,2.0,4,1,0,71,0
1111,3.0,1,35,2.0,3,0,0,70,0
1112,2.0,1,28,5.0,4,0,1,91,1
1113,2.0,2,27,5.0,4,1,1,78,0
1116,2.0,1,31,5.0,7,1,0,84,0
1117,2.0,1,27,4.0,4,1,0,62,0
1118,2.0,3,36,2.0,4,0,0,78,1
1120,2.0,1,31,3.0,5,0,0,83,0
1121,2.0,2,28,5.0,6,0,0,50,0
1122,2.0,1,26,3.0,4,0,0,80,0
1124,2.0,1,34,3.0,11,0,0,75,0
1125,2.0,1,34,3.0,8,0,0,78,0
1126,2.0,1,40,4.0,12,1,0,68,0
1127,3.0,2,33,4.0,7,0,0,82,0
1128,3.0,1,42,4.0,8,1,0,85,1
1129,2.0,2,30,4.0,2,0,0,83,0
1130,2.0,2,28,5.0,7,0,0,63,0
1132,2.0,1,34,1.0,8,0,0,47,0
1133,2.0,1,46,2.0,6,0,0,65,0
1134,2.0,1,36,5.0,8,0,0,58,0
1135,2.0,1,23,2.0,2,0,0,58,0
1136,2.0,2,57,3.0,2,0,0,82,0
1137,3.0,1,36,4.0,3,1,0,68,0
1138,2.0,2,26,4.0,3,0,0,50,0
1140,2.0,1,31,1.0,7,0,0,69,0
1141,2.0,1,31,3.0,7,1,0,61,0
1142,2.0,1,32,4.0,7,0,0,77,0
1143,2.0,1,33,4.0,8,1,0,52,0
1144,2.0,1,33,3.0,5,1,0,50,0
1145,2.0,1,35,3.0,7,0,0,84,0
1146,2.0,1,36,4.0,7,1,0,58,0
1147,3.0,1,54,3.0,7,0,1,54,0
1148,3.0,2,35,5.0,9,1,0,49,0
1149,3.0,1,44,3.0,15,0,0,69,0
1150,2.0,1,31,3.0,8,0,0,50,0
1152,2.0,1,33,3.0,4,0,0,51,0
1153,2.0,1,31,4.0,3,1,0,68,0
1154,2.0,1,27,4.0,3,1,0,86,0
1155,2.0,2,30,5.0,4,1,0,88,0
1156,3.0,1,41,3.0,12,0,0,88,0
1157,2.0,1,33,5.0,4,1,0,62,0
1158,2.0,1,28,5.0,2,1,0,62,0
1159,3.0,2,35,1.0,7,0,0,81,0
1161,3.0,1,34,3.0,7,0,0,59,0
1162,2.0,2,31,4.0,9,0,0,52,0
1163,3.0,2,44,5.0,11,1,0,92,1
1164,2.0,1,29,4.0,4,1,0,92,1
1165,2.0,1,31,3.0,8,1,0,57,0
1166,2.0,1,35,3.0,8,0,0,68,0
1168,3.0,1,30,1.0,2,0,0,66,0
1171,2.0,1,27,4.0,2,0,0,60,0
1172,2.0,1,45,5.0,14,0,0,60,0
1173,3.0,1,47,5.0,7,1,0,71,0
1174,3.0,1,37,3.0,10,0,0,75,0
1176,2.0,1,28,5.0,4,0,0,53,0
1177,2.0,2,38,1.0,2,0,0,48,0
1178,3.0,2,46,3.0,16,0,0,66,0
1180,2.0,1,28,5.0,7,1,0,51,0
1183,3.0,2,37,1.0,7,1,0,65,0
1184,2.0,1,32,3.0,7,0,0,85,0
1185,3.0,1,40,3.0,5,1,0,50,1
1186,3.0,1,39,1.0,4,1,0,79,0
1187,2.0,1,27,4.0,4,0,0,78,0
1189,2.0,1,25,4.0,2,1,0,58,0
1190,2.0,1,36,2.0,3,0,0,68,0
1191,2.0,1,29,3.0,5,0,0,79,0
1192,3.0,1,44,4.0,10,0,0,70,0
1194,2.0,1,32,5.0,4,1,0,95,1
1195,3.0,1,37,5.0,7,1,1,65,0
1196,2.0,2,27,3.0,2,0,0,50,0
1198,2.0,1,29,3.0,2,0,0,59,0
1200,2.0,1,36,5.0,10,1,0,58,0
1201,2.0,1,35,3.0,10,0,0,49,0
1205,2.0,1,34,3.0,7,0,0,58,0
1206,2.0,1,34,3.0,8,1,0,58,0
1208,1.0,1,24,1.0,2,1,0,74,0
1210,3.0,1,42,4.0,11,1,0,54,0
1211,2.0,1,35,2.0,7,0,0,61,0
1212,3.0,1,35,4.0,3,1,0,44,0
1213,2.0,1,32,3.0,5,0,0,81,0
1214,2.0,1,30,3.0,5,0,0,85,0
1215,3.0,1,37,5.0,10,1,0,67,0
1216,3.0,1,40,1.0,5,0,0,51,0
1217,3.0,1,36,3.0,6,1,0,67,1
1218,3.0,1,45,3.0,12,0,0,60,0
1219,3.0,1,47,3.0,4,1,0,48,0
1220,2.0,2,29,3.0,2,0,0,81,0
1221,2.0,1,29,3.0,3,1,0,71,0
1222,2.0,1,32,5.0,5,1,0,46,0
1224,2.0,1,32,3.0,2,0,0,56,0
1225,2.0,1,30,3.0,2,0,0,76,0
1226,3.0,2,48,3.0,21,0,0,58,0
1227,3.0,1,45,4.0,18,1,0,59,0
1228,2.0,1,26,3.0,5,1,0,86,0
1229,2.0,1,29,3.0,2,1,0,47,0
1230,2.0,1,39,3.0,10,0,0,85,0
1231,3.0,2,38,1.0,7,0,0,44,0
1232,2.0,1,30,3.0,5,0,0,60,0
1233,2.0,2,30,5.0,4,1,0,81,0
1234,3.0,1,34,1.0,2,0,0,50,0
1235,3.0,1,32,5.0,7,1,0,45,0
1236,2.0,1,35,3.0,9,1,0,45,1
1237,3.0,1,45,2.0,4,0,0,51,0
1238,3.0,1,39,3.0,12,0,0,55,0
1239,3.0,1,35,5.0,7,1,0,79,0
1240,2.0,1,30,5.0,8,0,0,58,0
1241,2.0,2,29,5.0,5,1,0,65,0
1242,2.0,1,50,1.0,14,0,0,52,0
1243,2.0,1,38,2.0,6,0,0,49,0
1244,2.0,2,29,5.0,2,1,0,83,0
1246,2.0,2,30,3.0,2,0,0,86,0
1247,3.0,1,57,4.0,16,1,0,64,0
1248,2.0,1,27,5.0,3,1,0,60,0
1249,2.0,1,57,3.0,28,0,0,51,0
1250,2.0,1,49,3.0,24,0,0,80,0
1251,2.0,1,34,3.0,3,0,0,68,1
1252,3.0,1,40,3.0,5,1,0,49,0
1255,2.0,1,37,5.0,11,0,1,86,1
1257,2.0,1,35,3.0,5,0,0,63,0
1258,2.0,1,28,3.0,6,1,0,59,0
1259,2.0,1,39,4.0,5,0,0,68,0
1260,3.0,1,35,5.0,3,0,0,85,0
1261,2.0,1,37,5.0,5,0,0,77,1
1262,2.0,2,30,5.0,5,0,0,86,0
1263,3.0,1,33,1.0,9,0,0,60,0
1264,2.0,1,33,1.0,4,1,0,65,0
1265,3.0,1,43,5.0,6,1,0,60,0
1266,2.0,1,29,4.0,4,0,0,61,0
1267,3.0,1,33,1.0,8,0,0,64,0
1268,3.0,1,37,2.0,7,0,1,81,1
1269,3.0,1,36,4.0,9,1,0,57,0
1270,2.0,2,31,3.0,2,1,0,87,0
1271,3.0,3,36,3.0,7,1,0,80,1
1272,2.0,1,36,5.0,9,0,0,52,0
1273,2.0,1,30,5.0,5,1,0,86,0
1274,2.0,2,38,1.0,8,0,0,50,0
1275,3.0,1,45,4.0,16,0,0,80,0
1276,2.0,1,26,4.0,6,1,0,60,0
1277,2.0,1,35,3.0,5,0,0,89,0
1278,2.0,1,31,5.0,5,1,0,48,0
1279,2.0,1,29,3.0,3,0,0,65,0
1280,3.0,1,33,3.0,5,0,0,57,0
1281,2.0,1,46,3.0,6,0,0,48,0
1282,3.0,1,51,5.0,16,1,0,52,0
1283,2.0,1,41,3.0,11,0,0,46,0
1284,2.0,1,55,5.0,3,1,0,80,0
1285,3.0,1,43,4.0,4,1,0,78,0
1286,2.0,1,33,3.0,8,0,0,71,0
1287,2.0,1,32,1.0,7,0,0,86,0
1288,3.0,1,33,5.0,3,1,0,51,0
1289,2.0,2,31,3.0,6,0,0,74,0
1290,2.0,1,29,3.0,2,0,0,76,0
1291,3.0,2,35,1.0,7,1,0,49,0
1292,2.0,1,27,5.0,4,1,0,48,0
1293,3.0,1,35,4.0,6,0,0,59,0
1294,3.0,1,32,3.0,4,1,0,68,0
1295,2.0,1,56,2.0,17,0,0,49,0
1296,3.0,1,35,4.0,2,1,0,54,0
1297,2.0,4,32,2.0,7,0,0,62,0
1298,2.0,1,34,5.0,2,1,0,65,1
1300,2.0,1,36,5.0,10,1,0,80,0
1301,2.0,1,38,5.0,4,0,0,93,1
1302,3.0,1,33,2.0,4,1,0,51,0
1303,3.0,1,36,3.0,8,1,0,59,0
1304,2.0,1,33,5.0,6,0,0,80,0
1305,2.0,1,32,3.0,6,1,0,47,1
1306,2.0,1,35,4.0,7,0,0,60,0
1307,2.0,2,34,3.0,4,0,0,66,0
1308,2.0,1,32,3.0,5,0,0,51,0
