Media_Type,Amount,Loan_Types,Mercnt_Size,Failed_Trans,Freq_Trans,No_Trans,Last_mth_Tr,AM0PM1,Country
FT,5163,Credit,0,0,4,1,1,1,Other
PA,4371,Personal,0,0,32,2,1,0,ZA
PA,2070,Personal,0,0,22,1,1,1,AU
PA,1896,Personal,0,0,5,2,1,1,AU
PA,4453,Personal,0,0,1,9,5,0,AU
PA,10153,Personal,0,0,30,3,1,0,Other
PA,2256,Personal,0,0,9,4,4,0,Other
PA,232,Personal,0,0,15,3,1,0,AU
PA,297,Home_Loan,0,0,10,2,2,0,AU
OTT,7298,Personal,0,0,38,4,1,1,AU
PA,799,Personal,0,0,4,3,1,1,Other
FT,1128,Business,0,0,41,2,2,1,Other
BPAY,737,Personal,0,0,17,3,2,0,Other
FT,802,Personal,0,0,9,2,1,0,Other
PA,3247,Personal,0,0,1,1,1,1,AU
PA,620,Personal,0,0,27,1,1,0,AU
PA,652,Personal,0,0,12,1,2,1,Other
FT,506,Credit,0,0,10,4,2,0,AU
FT,302,Personal,0,0,3,4,1,0,ZA
PA,3306,Personal,0,0,28,2,1,0,Other
FT,8728,Personal,0,0,9,3,2,1,AU
BPAY,1810,Business,0,0,5,2,1,0,Other
FT,1738,Personal,0,0,1,4,1,1,AU
PA,4475,Personal,0,0,35,1,2,1,AU
PA,6461,Personal,0,0,4,1,1,0,Other
PA,5848,Personal,0,0,5,2,1,0,Other
PA,6906,Personal,0,0,2,9,1,1,Other
PA,199,Personal,0,0,4,3,1,0,Other
BPAY,2769,Business,2769,1856,7,2,1,0,Other
PA,500,Personal,0,0,1,3,2,1,AU
PA,2185,Personal,0,0,47,5,1,1,AU
PA,170,Business,0,0,10,5,1,1,AU
FT,4597,Personal,0,0,2,2,1,0,Other
PA,4217,Personal,0,0,8,6,1,0,Other
PA,458,Personal,458,0,42,11,1,0,Other
PA,3671,Personal,0,0,2,2,1,1,AU
PA,1566,Personal,0,0,26,3,1,0,Other
PA,719,Personal,0,0,5,3,1,0,AU
FT,4789,Credit,0,0,8,2,1,1,Other
FT,9309,Personal,0,0,1,3,2,1,Other
PA,5948,Business,755,0,6,13,1,0,Other
PA,9431,Personal,0,0,1,2,2,1,Other
PA,5723,Personal,0,0,6,2,1,1,AU
PA,7505,Personal,0,0,21,2,1,1,AU
PA,2522,Personal,0,0,5,3,1,1,AU
PA,1123,Business,1123,0,2,2,1,0,AU
PA,9205,Personal,0,0,49,14,1,0,Other
FT,1381,Personal,0,0,19,3,2,0,Other
PA,7201,Home_Loan,0,0,13,3,1,1,AU
PA,6844,Personal,0,0,8,14,2,1,Other
PA,9207,Personal,109,0,21,14,1,0,AU
OTT,88,Personal,88,0,16,2,2,0,Other
PA,2406,Personal,0,0,11,3,2,1,Other
PA,883,Personal,0,0,5,2,1,0,Other
FT,1493,Personal,0,0,3,3,2,0,Other
OTT,7466,Personal,6721,0,4,1,1,0,AU
FT,1466,Credit,0,0,27,3,4,1,Other
PA,7808,Personal,0,0,3,2,2,0,Other
PA,8912,Personal,0,0,32,4,1,0,Other
FT,6276,Personal,0,0,2,1,1,0,AU
PA,1287,Personal,0,0,11,3,1,0,AU
FT,39,Credit,0,0,34,1,1,0,AU
OTT,9112,Personal,0,0,26,2,2,1,AU
PA,70,Home_Loan,70,0,1,1,1,0,Other
PA,1956,Personal,6516,0,8,4,1,0,AU
PA,2852,Personal,0,0,4,1,2,0,AU
PA,4595,Personal,0,0,20,2,1,1,AU
PA,149,Personal,0,0,6,3,1,0,AU
PA,4289,Personal,0,0,5,3,1,1,AU
FT,1556,Personal,0,0,2,2,1,1,AU
PA,4737,Home_Loan,0,0,29,14,1,0,Other
PA,3026,Personal,0,0,13,2,1,1,AU
PA,1095,Personal,0,0,3,2,3,0,Other
PA,4429,Personal,0,0,41,3,1,1,Other
BPAY,2212,Credit,0,0,5,9,4,0,AU
FT,40,Personal,0,0,30,5,1,0,Other
PA,839,Home_Loan,535,0,35,1,2,0,AU
FT,1324,Personal,0,0,15,2,1,1,Other
PA,4486,Personal,0,0,4,10,2,0,Other
OTT,10088,Personal,0,0,47,2,2,0,AU
FT,4707,Personal,0,0,2,3,1,0,CZ
PA,2891,Personal,0,0,4,2,1,0,AU
PA,1798,Home_Loan,0,0,8,3,1,1,Other
FT,4054,Personal,0,0,28,15,1,1,Other
PA,3027,Personal,0,0,21,4,1,1,AU
PA,3369,Personal,0,0,4,2,2,1,Other
FT,1144,Credit,0,0,4,14,1,0,AU
PA,10334,Home_Loan,0,0,24,4,1,1,Other
PA,291,Personal,0,0,5,2,1,0,Other
PA,4182,Personal,0,0,9,2,1,0,Other
PA,6314,Personal,0,0,11,1,1,1,Other
PA,109,Home_Loan,0,0,29,1,1,0,Other
FT,2802,Home_Loan,0,0,7,15,1,1,AU
PA,881,Personal,0,0,7,13,1,1,AU
FT,5506,Personal,0,0,8,2,2,1,AU
PA,1538,Personal,0,0,23,1,1,0,AU
FT,429,Credit,0,0,31,3,2,0,AU
PA,6007,Personal,0,0,2,1,2,1,AU
PA,4997,Personal,0,0,5,1,4,0,Other
FT,5159,Personal,0,0,5,3,1,1,AU
FT,8340,Personal,0,0,33,1,1,0,Other
FT,7435,Personal,0,0,2,1,1,1,AU
PA,200,Personal,0,0,1,1,2,0,Other
PA,3976,Home_Loan,0,0,5,2,1,1,Other
FT,6015,Personal,0,0,43,3,1,0,Other
PA,5593,Personal,0,0,8,6,1,0,AU
PA,228,Personal,0,0,29,5,1,0,Other
BPAY,5946,Business,5946,486,6,1,3,0,Other
PA,8962,Personal,0,0,27,2,1,0,Other
PA,8002,Personal,0,0,31,6,1,0,Other
FT,1862,Personal,0,0,7,1,1,0,AU
PA,998,Personal,0,0,33,3,1,1,AU
PA,890,Personal,0,0,4,3,2,1,AU
PA,1357,Home_Loan,0,0,6,3,1,0,ZA
FT,10672,Personal,0,0,6,1,1,1,AU
PA,760,Personal,0,0,30,3,1,0,Other
PA,1902,Personal,0,0,7,1,2,1,Other
PA,9772,Personal,0,0,2,2,1,0,AU
FT,2378,Personal,0,0,2,2,1,0,AU
PA,264,Personal,0,0,10,3,4,1,AU
BPAY,7400,Business,0,0,2,3,1,0,AU
PA,4924,Personal,0,0,2,2,1,0,Other
PA,5333,Personal,0,0,41,3,2,1,AU
PA,4921,Personal,4921,0,2,2,4,0,AU
FT,507,Credit,0,0,2,2,2,1,Other
PA,9549,Personal,0,0,5,6,1,0,Other
PA,6750,Personal,0,0,4,4,3,0,AU
PA,108,Personal,0,0,43,6,1,1,AU
PA,2439,Personal,0,0,18,2,5,0,ZA
PA,1965,Business,0,0,5,5,2,1,AU
PA,5125,Personal,0,0,6,4,1,1,AU
PA,4953,Personal,0,0,16,1,1,0,Other
PA,2959,Personal,0,0,18,1,1,1,Other
PA,657,Personal,0,0,5,1,1,0,AU
FT,8560,Personal,0,0,4,5,1,0,Other
PA,2984,Business,0,0,5,3,1,0,AU
FT,5049,Personal,0,0,35,6,1,1,Other
PA,5187,Personal,0,0,10,2,1,0,Other
FT,3526,Personal,0,0,48,4,1,1,Other
PA,4957,Business,0,0,4,4,1,0,AU
PA,2467,Home_Loan,0,0,2,1,1,0,AU
PA,650,Business,0,0,25,1,1,0,Other
PA,3167,Personal,0,0,4,2,1,0,AU
PA,1601,Personal,0,0,2,2,1,0,AU
FT,2377,Personal,0,0,3,2,1,1,Other
PA,5648,Personal,0,0,6,9,1,1,AU
PA,108,Personal,0,0,20,12,1,1,Other
PA,655,Personal,0,0,2,2,2,1,Other
PA,9576,Home_Loan,0,0,37,1,2,0,AU
PA,1335,Personal,0,0,2,3,1,0,AU
PA,5642,Personal,0,0,3,3,1,0,AU
FT,1233,Personal,0,0,7,5,1,0,AU
PA,6511,Personal,0,0,8,6,1,1,AU
PA,1446,Personal,0,0,1,3,1,0,Other
PA,3025,Personal,6027,0,5,3,1,0,AU
PA,177,Personal,0,0,8,1,1,1,AU
PA,5880,Personal,2192,0,4,3,2,1,ZA
PA,2108,Personal,0,0,5,14,1,1,AU
PA,9120,Personal,9120,0,1,3,1,1,AU
PA,378,Personal,0,0,7,5,1,0,AU
PA,605,Business,0,0,41,2,1,1,AU
PA,10608,Personal,0,0,5,4,2,1,Other
PA,754,Personal,0,0,42,5,1,1,Other
PA,5010,Home_Loan,0,0,8,4,1,1,Other
PA,336,Personal,0,0,44,3,1,0,AU
PA,3617,Home_Loan,0,0,10,2,1,1,AU
OTT,1286,Personal,0,0,12,4,5,0,Other
PA,2273,Personal,0,0,10,7,2,1,AU
PA,277,Personal,0,0,35,1,1,0,Other
PA,3176,Personal,0,0,20,4,1,0,ZA
PA,3178,Personal,0,0,2,1,2,1,AU
PA,7965,Personal,0,0,5,13,2,1,Other
PA,4878,Personal,0,0,1,1,1,1,Other
FT,3369,Personal,0,0,40,6,3,0,Other
PA,5295,Personal,0,0,28,6,1,1,Other
PA,2163,Business,0,0,1,2,1,0,Other
PA,9617,Personal,9617,0,36,3,1,0,Other
OTT,1521,Personal,1521,0,1,3,1,0,Other
PA,598,Personal,0,0,3,1,1,1,Other
FT,3405,Personal,0,0,3,5,1,1,Other
PA,1351,Personal,0,0,8,6,1,0,AU
FT,5555,Personal,0,0,9,1,1,1,AU
PA,4796,Home_Loan,0,0,24,10,1,0,Other
PA,1622,Personal,0,0,37,11,2,1,AU
PA,1848,Personal,0,0,8,8,1,1,AU
OTT,802,Personal,0,0,1,11,1,1,Other
FT,1289,Personal,0,0,6,2,1,0,Other
FT,6039,Credit,0,0,4,2,1,0,Other
PA,2517,Personal,0,0,4,4,3,0,AU
PA,1576,Personal,0,0,9,3,1,1,AU
PA,6051,Personal,0,0,2,3,1,1,Other
PA,8407,Personal,8407,0,3,2,2,0,AU
OTT,3372,Personal,0,0,7,6,4,0,Other
PA,3204,Personal,0,0,3,5,2,1,AU
PA,2940,Personal,0,0,4,6,1,0,ZA
FT,5857,Credit,0,0,5,2,1,0,Other
FT,2528,Personal,0,0,4,3,3,0,Other
PA,109,Business,0,0,4,3,1,1,AU
PA,421,Personal,0,0,1,2,5,0,Other
FT,3726,Personal,0,0,7,9,2,1,AU
PA,1282,Personal,1282,0,4,4,1,0,Other
FT,761,Personal,0,0,17,3,1,0,Other
PA,3126,Home_Loan,0,0,6,1,1,1,ZA
PA,1294,Home_Loan,0,0,25,3,1,0,Other
PA,2394,Personal,0,0,2,2,4,0,Other
PA,7566,Personal,0,0,4,3,1,1,AU
PA,3031,Personal,0,0,22,3,1,1,Other
PA,968,Personal,0,0,5,4,1,1,AU
PA,2328,Personal,0,0,16,3,1,1,Other
PA,392,Personal,2076,0,5,4,1,1,AU
PA,9182,Personal,0,0,9,2,2,1,Other
FT,1933,Personal,0,0,14,4,1,0,Other
PA,792,Personal,0,0,3,4,1,0,AU
PA,5040,Personal,0,0,1,7,2,1,Other
PA,288,Personal,0,0,27,2,1,0,AU
OTT,870,Personal,0,0,13,5,1,1,Other
PA,1687,Personal,0,0,32,2,2,1,Other
PA,1320,Business,0,0,42,10,1,1,Other
FT,3905,Personal,0,0,5,5,1,1,Other
PA,4700,Personal,0,0,5,2,2,1,AU
PA,3679,Personal,0,0,5,5,1,1,AU
PA,1030,Personal,0,0,48,1,1,0,AU
PA,3199,Personal,3199,0,42,2,1,0,AU
PA,1126,Home_Loan,0,0,4,2,1,1,AU
PA,1503,Personal,0,0,27,3,1,0,AU
PA,2103,Personal,135,0,21,3,1,0,Other
FT,4084,Personal,0,0,35,1,1,0,Other
PA,34,Home_Loan,0,0,8,14,1,0,Other
PA,9288,Personal,0,0,4,3,2,0,AU
FT,4146,Personal,0,0,28,1,1,0,AU
PA,2803,Personal,0,0,2,4,1,0,AU
BPAY,8544,Personal,0,0,46,1,3,1,AU
PA,8712,Personal,8712,0,3,1,1,1,Other
PA,906,Personal,0,0,5,1,1,1,AU
PA,1542,Personal,0,0,8,6,1,1,Other
PA,8519,Business,0,0,10,6,1,0,Other
FT,1030,Credit,0,0,50,2,1,0,AU
OTT,2599,Personal,0,0,26,1,1,1,AU
PA,83,Business,0,0,13,1,1,1,Other
PA,5272,Business,0,0,9,4,1,0,Other
PA,6515,Personal,0,0,4,1,2,1,Other
OTT,4001,Personal,0,0,2,2,1,1,AU
OTT,7455,Business,0,0,5,5,1,0,Other
PA,1772,Personal,0,0,4,3,2,1,Other
PA,10675,Personal,0,0,15,2,4,1,Other
OTT,548,Business,0,0,11,2,2,0,AU
PA,3302,Home_Loan,3302,0,1,4,1,0,Other
PA,1140,Business,1140,0,31,4,1,1,AU
PA,975,Personal,0,0,2,4,1,0,Other
FT,454,Home_Loan,0,0,4,3,1,0,Other
FT,147,Personal,0,0,37,2,1,0,AU
PA,2496,Personal,0,0,23,4,1,1,AU
FT,2562,Personal,0,0,1,2,1,0,Other
PA,2354,Personal,0,0,1,2,2,1,Other
PA,402,Personal,0,0,14,6,1,1,ZA
PA,646,Home_Loan,0,0,1,2,1,0,AU
PA,2161,Personal,2161,0,32,1,1,1,Other
PA,2008,Personal,0,0,3,2,1,1,AU
OTT,524,Personal,0,0,5,1,1,1,Other
PA,5408,Personal,0,0,2,2,1,1,Other
PA,1158,Personal,0,0,34,2,1,0,Other
PA,1551,Personal,0,0,11,1,1,0,AU
PA,3082,Personal,3082,0,5,1,1,0,Other
PA,535,Home_Loan,0,0,5,1,2,1,AU
PA,8746,Home_Loan,0,0,3,4,2,1,AU
PA,140,Personal,140,0,4,2,1,0,Other
FT,111,Personal,0,0,5,2,1,0,AU
PA,4897,Business,4897,0,22,1,1,0,AU
PA,920,Personal,7028,0,14,2,1,0,Other
PA,955,Personal,0,0,14,1,1,0,AU
PA,8465,Personal,0,0,1,3,1,1,Other
PA,3165,Personal,0,0,3,3,2,0,Other
PA,4317,Personal,0,0,18,14,2,0,Other
PA,1555,Personal,0,0,9,4,1,0,Other
FT,4168,Credit,0,0,3,3,1,0,Other
PA,9641,Other,0,0,2,15,1,1,Other
PA,10537,Home_Loan,0,0,2,1,1,1,Other
PA,1251,Personal,0,0,16,2,2,0,Other
FT,5103,Personal,0,0,4,2,1,0,AU
PA,5305,Personal,1867,0,2,5,1,1,AU
PA,5865,Personal,0,0,4,4,3,0,AU
PA,4102,Business,0,0,6,4,1,1,Other
PA,6376,Personal,0,0,48,3,1,1,AU
FT,2014,Personal,0,0,42,3,1,0,AU
PA,1121,Personal,0,0,7,2,2,0,AU
FT,3363,Credit,0,0,8,7,1,0,AU
PA,10227,Home_Loan,0,0,2,3,2,0,AU
PA,3250,Personal,0,0,5,1,2,0,Other
PA,103,Personal,0,0,47,2,2,0,ZA
FT,4553,Personal,0,0,3,1,1,1,AU
PA,376,Personal,0,0,43,3,1,1,Other
PA,426,Personal,0,0,1,5,1,0,AU
PA,8282,Personal,8282,0,43,2,1,1,Other
PA,7917,Home_Loan,0,0,20,12,1,1,AU
PA,8835,Personal,0,0,4,3,2,1,Other
PA,8191,Personal,3387,0,20,3,2,0,Other
OTT,143,Business,0,0,8,4,1,1,AU
PA,1938,Personal,0,0,47,5,1,0,AU
PA,388,Personal,0,0,7,12,1,0,AU
PA,1513,Personal,0,0,32,2,1,1,AU
PA,2863,Personal,0,0,41,1,1,1,Other
FT,262,Personal,0,0,6,3,1,0,AU
PA,227,Personal,0,0,6,3,1,0,Other
PA,1898,Personal,0,0,24,2,5,0,AU
BPAY,1988,Business,0,0,10,2,1,0,AU
PA,100,Personal,100,0,16,3,1,0,AU
PA,5946,Personal,0,0,2,2,1,0,AU
PA,2954,Personal,0,0,1,5,1,0,NG
PA,2062,Personal,0,0,42,3,2,0,Other
PA,3572,Business,0,0,2,2,1,0,AU
PA,6741,Home_Loan,0,0,2,3,4,1,Other
PA,6129,Personal,0,0,17,5,1,1,AU
PA,6037,Personal,2349,0,10,1,1,1,AU
FT,9217,Personal,0,0,2,2,1,0,UK
PA,278,Personal,0,0,41,7,2,0,Other
PA,5434,Personal,0,0,43,3,1,0,AU
PA,9888,Personal,0,0,5,2,1,1,Other
FT,2654,Credit,0,0,4,3,1,0,Other
PA,245,Personal,0,0,1,4,1,1,AU
OTT,5670,Personal,0,0,2,4,1,1,AU
FT,10766,Personal,0,0,2,1,1,1,AU
PA,74,Home_Loan,0,0,34,9,4,0,AU
FT,306,Credit,0,0,38,2,2,0,Other
PA,4375,Personal,0,0,2,6,1,0,AU
FT,1089,Credit,0,0,20,11,1,0,US
PA,112,Personal,0,0,36,13,2,0,Other
PA,400,Personal,400,0,5,2,1,0,AU
PA,800,Business,0,0,5,1,2,0,AU
FT,4794,Credit,0,0,31,1,1,0,AU
PA,1917,Personal,0,0,1,9,1,0,AU
PA,4868,Personal,0,0,3,4,1,0,AU
PA,279,Personal,0,0,6,2,2,1,Other
OTT,3655,Personal,0,0,2,2,2,1,AU
PA,276,Home_Loan,0,0,36,1,1,1,AU
PA,3808,Personal,0,0,47,1,1,0,Other
PA,9609,Personal,0,0,13,3,1,0,Other
OTT,9315,Personal,0,0,46,3,2,0,Other
PA,1239,Personal,1641,0,7,9,2,1,Other
PA,1173,Personal,0,0,1,2,2,1,Other
PA,5921,Personal,0,0,4,1,2,1,Other
FT,2359,Personal,0,0,11,2,5,0,Other
PA,306,Personal,0,0,9,6,1,1,Other
PA,1843,Personal,0,0,24,1,1,1,Other
PA,1434,Personal,0,0,10,4,1,0,AU
PA,999,Personal,0,0,3,2,2,0,Other
PA,3108,Personal,0,0,5,2,2,0,Other
PA,1111,Personal,0,0,8,2,1,0,Other
PA,1944,Personal,0,0,2,4,1,1,Other
PA,442,Personal,0,0,12,1,5,1,Other
PA,3641,Business,3641,0,6,2,1,0,Other
FT,2254,Business,0,0,41,1,1,0,Other
FT,6997,Personal,0,0,3,2,2,0,Other
OTT,8714,Personal,0,0,1,1,1,1,Other
PA,6037,Personal,0,0,5,4,1,0,Other
FT,346,Personal,0,0,37,1,4,1,Other
PA,6482,Personal,0,0,10,12,1,1,AU
PA,473,Personal,0,0,41,2,1,1,AU
FT,8195,Home_Loan,0,0,5,9,1,1,AU
PA,2116,Business,0,0,24,2,1,1,Other
FT,561,Personal,0,0,1,4,2,1,Other
PA,2357,Personal,0,0,9,1,2,1,Other
PA,667,Home_Loan,0,0,7,1,1,1,Other
FT,124,Personal,0,0,18,3,1,0,Other
FT,6691,Personal,0,0,9,2,1,0,Other
PA,7563,Personal,0,0,8,6,1,0,AU
FT,5579,Personal,0,0,33,2,2,1,ZA
OTT,453,Personal,528,0,2,5,1,0,AU
PA,514,Personal,0,0,21,5,4,0,Other
PA,171,Business,0,0,17,1,2,1,AU
PA,384,Personal,0,0,3,4,1,0,Other
FT,986,Personal,0,0,14,2,1,0,Other
FT,9363,Personal,0,0,8,7,3,0,AU
FT,1462,Personal,0,0,50,2,2,1,Other
PA,744,Personal,0,0,38,2,2,0,AU
FT,2585,Personal,0,0,3,2,1,0,Other
PA,3102,Personal,0,0,35,2,1,0,Other
PA,8065,Personal,0,0,4,2,2,1,Other
PA,2329,Personal,0,0,1,3,1,1,AU
OTT,2036,Personal,0,0,4,15,1,1,Other
PA,884,Personal,0,0,3,2,1,0,AU
PA,576,Personal,0,0,4,3,2,0,Other
FT,5520,Credit,0,0,3,2,1,1,Other
PA,7054,Personal,0,0,6,3,1,1,Other
FT,364,Credit,0,0,6,3,2,1,AU
PA,1981,Business,3681,0,1,2,1,0,AU
FT,3344,Personal,0,0,2,2,2,1,Other
PA,10204,Personal,0,0,3,12,2,1,Other
FT,3065,Credit,0,0,4,13,1,0,AU
BPAY,4263,Personal,0,0,2,3,4,1,Other
BPAY,3242,Personal,0,0,3,1,1,1,Other
PA,510,Personal,0,0,11,3,1,1,AU
PA,590,Personal,0,0,20,2,1,1,Other
PA,4742,Personal,0,0,3,2,1,0,Other
PA,2768,Business,0,0,22,6,1,0,Other
PA,937,Business,0,0,1,2,1,0,AU
PA,4041,Home_Loan,0,0,8,1,1,1,Other
PA,4308,Personal,0,0,11,4,1,0,Other
PA,40,Personal,0,0,5,2,1,1,AU
FT,2585,Personal,0,0,36,6,1,0,Other
PA,5339,Home_Loan,0,0,12,1,2,1,Other
BPAY,968,Personal,0,0,39,6,2,1,Other
FT,2379,Personal,0,0,22,2,2,1,AU
PA,2578,Home_Loan,0,0,7,3,1,1,Other
PA,2089,Personal,2089,0,2,2,1,1,AU
PA,927,Personal,927,0,7,1,2,1,Other
PA,6487,Personal,6487,0,33,1,1,0,AU
FT,936,Business,0,0,21,9,3,1,AU
FT,5883,Personal,0,0,16,3,1,0,Other
PA,2529,Personal,0,0,9,1,1,0,AU
FT,2709,Personal,0,0,3,1,5,1,AU
PA,2818,Personal,0,0,2,5,2,0,AU
PA,2311,Personal,0,0,40,6,2,1,Other
FT,7873,Personal,0,0,32,2,4,1,Other
PA,461,Personal,0,0,1,3,2,1,Other
PA,10300,Personal,0,0,2,5,1,1,Other
BPAY,7501,Personal,0,0,42,2,2,0,AU
PA,39,Home_Loan,0,0,1,2,1,1,Other
PA,5100,Personal,0,0,10,1,1,1,AU
PA,1517,Personal,1517,0,9,9,2,0,Other
FT,3685,Personal,0,0,32,3,4,0,Other
PA,2904,Personal,0,0,8,6,1,1,AU
PA,3741,Personal,0,0,13,6,2,1,Other
FT,9125,Personal,0,0,2,3,2,0,AU
PA,847,Personal,847,0,8,2,1,1,Other
PA,5329,Personal,0,0,6,1,1,0,AU
PA,3749,Personal,0,0,8,4,1,1,AU
PA,1029,Personal,0,0,8,3,2,0,Other
PA,6242,Personal,0,0,1,10,1,0,Other
OTT,6475,Personal,0,0,45,2,1,0,Other
PA,4518,Personal,4518,0,3,4,4,0,AU
PA,482,Personal,0,0,5,2,1,1,Other
FT,1088,Personal,0,0,5,3,1,1,Other
FT,7566,Credit,0,0,1,3,3,0,Other
PA,141,Personal,0,0,1,2,2,1,Other
PA,8320,Personal,0,0,26,2,1,0,Other
PA,886,Home_Loan,0,0,3,5,1,0,US
PA,6441,Personal,0,0,44,3,1,0,Other
BPAY,201,Credit,0,0,47,1,1,0,Other
FT,9250,Personal,0,0,21,4,1,1,Other
FT,10212,Credit,0,0,3,2,1,0,Other
FT,98,Credit,0,0,13,2,2,0,Other
FT,2924,Personal,0,0,31,2,1,1,Other
PA,10539,Personal,0,0,4,2,1,1,AU
PA,3790,Personal,0,0,3,3,1,1,Other
PA,3979,Business,0,0,41,6,1,1,AU
PA,1722,Business,0,0,5,6,1,0,AU
BPAY,652,Business,0,0,10,2,1,1,Other
FT,3655,Personal,0,0,8,3,2,0,Other
PA,5258,Personal,0,0,5,3,2,0,AU
FT,6004,Credit,0,0,8,4,1,1,AU
PA,165,Personal,0,0,5,1,1,1,ZA
PA,38,Personal,0,0,3,2,2,0,AU
FT,6535,Home_Loan,0,0,37,2,1,0,Other
PA,2384,Home_Loan,0,0,30,2,1,0,Other
PA,318,Personal,0,0,2,3,1,0,Other
PA,1218,Personal,0,0,10,1,1,1,Other
PA,5191,Personal,1433,0,4,3,4,0,AU
FT,2887,Credit,0,0,40,4,2,0,Other
PA,649,Personal,649,0,2,2,1,0,Other
FT,208,Home_Loan,0,0,8,1,1,1,AU
PA,1744,Business,1744,0,27,2,1,0,Other
FT,1052,Personal,0,0,8,1,1,1,Other
PA,4235,Personal,0,0,50,2,1,1,Other
PA,2579,Personal,0,0,8,1,1,1,AU
PA,1208,Personal,0,0,3,2,1,0,Other
PA,9480,Personal,0,0,3,2,2,1,Other
FT,728,Personal,0,0,2,3,1,1,AU
FT,7487,Personal,0,0,2,4,2,0,AU
PA,225,Personal,0,0,1,1,1,1,AU
PA,427,Personal,0,0,4,2,5,0,Other
FT,3401,Credit,0,0,4,1,1,1,AU
PA,8700,Home_Loan,0,0,35,1,4,0,Other
FT,301,Credit,0,0,47,1,1,1,AU
FT,256,Personal,0,0,2,2,3,0,Other
PA,5506,Personal,0,0,1,5,5,0,AR
PA,7309,Personal,0,0,3,8,1,0,AU
FT,1190,Personal,0,0,8,2,1,1,Other
FT,5744,Personal,0,0,22,2,3,1,CZ
PA,9689,Personal,0,0,1,3,1,1,AU
PA,1186,Personal,0,0,6,2,1,1,ZA
PA,6498,Personal,0,0,5,3,1,0,Other
PA,10237,Personal,0,0,2,1,2,0,Other
PA,2953,Personal,0,0,14,5,2,0,Other
PA,2655,Personal,0,0,2,1,1,0,Other
PA,268,Personal,0,0,7,1,1,0,AU
PA,3268,Personal,0,0,6,2,1,0,Other
PA,3194,Personal,0,0,40,10,1,1,Other
PA,204,Personal,3429,0,2,9,1,0,Other
FT,6810,Personal,0,0,2,9,1,1,AU
PA,2553,Personal,2553,0,4,2,2,0,Other
FT,3735,Credit,0,0,15,1,1,1,AU
PA,1292,Personal,0,0,5,2,2,1,Other
PA,1374,Personal,0,0,9,7,5,1,AU
FT,2778,Credit,0,0,3,2,4,1,Other
FT,941,Personal,0,0,2,1,1,1,Other
PA,729,Personal,0,0,9,2,2,1,Other
PA,765,Personal,0,0,42,2,1,1,AU
PA,7183,Personal,0,0,3,8,1,1,Other
PA,728,Personal,0,0,6,2,1,1,Other
PA,1089,Personal,0,0,4,1,1,1,AU
PA,3818,Personal,0,0,4,4,1,0,AU
PA,6810,Personal,0,0,6,2,1,1,Other
PA,1568,Business,0,0,2,3,5,0,Other
PA,816,Business,0,0,11,3,2,0,Other
PA,2092,Personal,0,0,4,3,2,0,Other
PA,7847,Personal,0,0,4,10,1,1,AU
PA,7224,Personal,0,0,1,2,1,0,Other
PA,3655,Personal,0,0,10,2,1,1,AU
PA,7396,Personal,0,0,2,4,2,1,Other
FT,2274,Credit,0,0,20,2,3,1,Other
PA,5375,Personal,0,0,24,6,1,1,AU
PA,318,Personal,0,0,6,2,1,0,Other
OTT,159,Personal,0,0,5,1,1,0,Other
PA,4162,Personal,0,0,12,5,2,1,Other
PA,3412,Personal,3412,0,4,1,2,0,AU
PA,626,Personal,0,0,17,1,1,0,Other
OTT,2582,Personal,2582,0,34,15,2,1,Other
PA,3648,Personal,0,0,41,3,1,1,Other
PA,764,Personal,0,0,4,3,1,0,Other
FT,709,Credit,0,0,5,5,1,0,Other
BPAY,29,Personal,0,0,4,2,1,1,AU
PA,234,Personal,0,0,20,1,1,0,Other
FT,10517,Personal,0,0,8,2,1,0,Other
PA,6537,Personal,0,0,9,1,2,1,Other
PA,2077,Personal,2242,0,3,2,1,1,Other
PA,7506,Personal,0,0,40,3,2,1,AU
OTT,908,Personal,0,0,3,1,1,0,AU
PA,7298,Personal,0,0,2,2,4,0,Other
PA,863,Personal,0,0,8,1,1,1,ZA
PA,10361,Personal,0,0,46,1,4,1,Other
PA,5041,Personal,0,0,1,2,1,0,AU
PA,811,Personal,0,0,2,1,4,0,AU
BPAY,9008,Home_Loan,0,0,2,5,1,0,Other
PA,1752,Personal,0,0,4,1,5,1,Other
PA,263,Personal,0,0,2,2,1,1,AU
FT,72,Personal,0,0,4,2,1,1,AU
PA,4710,Personal,0,0,7,4,1,0,Other
FT,139,Credit,0,0,1,15,1,0,Other
PA,1415,Personal,51,0,8,2,1,0,Other
BPAY,5599,Home_Loan,0,0,5,2,1,0,Other
PA,5270,Personal,0,0,2,7,2,1,AU
FT,1360,Personal,0,0,5,3,1,0,AU
PA,2764,Personal,5294,0,50,1,1,1,AU
PA,133,Personal,0,0,13,3,1,1,AU
PA,1910,Personal,0,0,6,5,1,1,Other
PA,67,Personal,758,0,42,2,4,1,Other
FT,74,Personal,0,0,5,2,1,1,AU
PA,2818,Personal,0,0,5,2,1,1,Other
PA,9723,Personal,5681,0,4,2,1,0,Other
PA,344,Home_Loan,0,0,50,1,2,0,AU
PA,439,Personal,0,0,17,1,1,1,Other
PA,10162,Home_Loan,0,0,31,2,1,1,Other
PA,2017,Personal,0,0,1,4,1,0,Other
PA,5108,Personal,0,0,37,4,1,1,AU
